Patterns,Target,Target_class
Go ahead and tell me the number of values.,df['col1'].value_counts(),6
I would like to see the number of values.,df['col1'].value_counts(),6
The number of values in col 1 should be shown to me.,df['col1'].value_counts(),6
You should show me the number of values.,df['col1'].value_counts(),6
You can show me the number of values.,df['col1'].value_counts(),6
I'd like to see the number of values.,df['col1'].value_counts(),6
Show me the numbers in col1.,df['col1'].value_counts(),6
Let me know how many values are in col1,df['col1'].value_counts(),6
I would like to know the number of values.,df['col1'].value_counts(),6
I would appreciate if you showed me the number of values.,df['col1'].value_counts(),6
Show me the values in col1,df['col1'].value_counts(),6
I would like the number of values in col1 to be shown to me.,df['col1'].value_counts(),6
I want to see the number of values.,df['col1'].value_counts(),6
Is there a number of values in col1?,df['col1'].value_counts(),6
Give me the number of values in col1.,df['col1'].value_counts(),6
Show me how many values col1 has.,df['col1'].value_counts(),6
Inform me of the number of values.,df['col1'].value_counts(),6
I'm interested in the number of values in col 1.,df['col1'].value_counts(),6
Come up with the number of values in col1.,df['col1'].value_counts(),6
I'd like to see the number of values in col 1.,df['col1'].value_counts(),6
Show me the number of values that are in col1.,df['col1'].value_counts(),6
Let me know the number of values,df['col1'].value_counts(),6
I'm curious about the number of values in col1.,df['col1'].value_counts(),6
"In col1, tell me the number of values.",df['col1'].value_counts(),6
I need to see the number of values in col1.,df['col1'].value_counts(),6
I would appreciate it if you could tell me the number of values in col 1.,df['col1'].value_counts(),6
I want you to show me the number of values.,df['col1'].value_counts(),6
I'd love to know the number of values in col1.,df['col1'].value_counts(),6
I would appreciate if you showed me the number of values in col1.,df['col1'].value_counts(),6
I would like to know the number of values in col 1,df['col1'].value_counts(),6
Tell me the number of values in col1,df['col1'].value_counts(),6
Let me know how many values are in col 1.,df['col1'].value_counts(),6
I'd like to know the number of values in col 1,df['col1'].value_counts(),6
Show me the number of col1 values.,df['col1'].value_counts(),6
I'd like to know the number of values.,df['col1'].value_counts(),6
Tell me how many values are in col 1.,df['col1'].value_counts(),6
I'm interested in the number of values in col1,df['col1'].value_counts(),6
I would like to see the number of values in col 1.,df['col1'].value_counts(),6
Let me know the number of values in col 1,df['col1'].value_counts(),6
You have to tell me the number of values.,df['col1'].value_counts(),6
Do you have a number of values in col1?,df['col1'].value_counts(),6
I need to know the number of values in col 1,df['col1'].value_counts(),6
Show me how many values there are in col 1.,df['col1'].value_counts(),6
I would appreciate if you could show me the number of values in col1.,df['col1'].value_counts(),6
Send me the number of values.,df['col1'].value_counts(),6
I need to know the number of values.,df['col1'].value_counts(),6
I'd like to see the number of values in col1,df['col1'].value_counts(),6
Let me know how many values there are in col1.,df['col1'].value_counts(),6
Show me the numbers of the values.,df['col1'].value_counts(),6
I want to know how many values are in col1.,df['col1'].value_counts(),6
I would love to know the number of values in col1.,df['col1'].value_counts(),6
Go ahead and show me the number of values.,df['col1'].value_counts(),6
Do you know the number of values?,df['col1'].value_counts(),6
Let me know how many values in col1 there are.,df['col1'].value_counts(),6
I want to see the number of values in col 1.,df['col1'].value_counts(),6
I want to know how many values in col1 there are.,df['col1'].value_counts(),6
Show me how many values there are in col1,df['col1'].value_counts(),6
I would appreciate it if you could tell me the number of values in col1,df['col1'].value_counts(),6
I need you to show me the number of values.,df['col1'].value_counts(),6
You should tell me the number of values.,df['col1'].value_counts(),6
Show me how many values in col1 there are.,df['col1'].value_counts(),6
I would appreciate it if you showed me the number of values in col 1.,df['col1'].value_counts(),6
Tell me how many values there are in col1.,df['col1'].value_counts(),6
Do you know the number of values in col?,df['col1'].value_counts(),6
I want to know the number of values in col-1.,df['col1'].value_counts(),6
Show the number of values.,df['col1'].value_counts(),6
Show me the total number of values in col1.,df['col1'].value_counts(),6
I need the number of values in col1 to show me.,df['col1'].value_counts(),6
"If you show me the number of values, I'll give it to you.",df['col1'].value_counts(),6
"If you show me the number of values, I'll let you know.",df['col1'].value_counts(),6
Show me the number of values for col1.,df['col1'].value_counts(),6
I'd love to see the number of values in col1.,df['col1'].value_counts(),6
I would like to see the number of values in col1,df['col1'].value_counts(),6
Show me the number of values in col.,df['col1'].value_counts(),6
I would appreciate if you could tell me the number of values in col 1.,df['col1'].value_counts(),6
I need the number of values in col1.,df['col1'].value_counts(),6
I want you to tell me the number of values.,df['col1'].value_counts(),6
You can tell me the number of values.,df['col1'].value_counts(),6
Drop me a line with the number of values.,df['col1'].value_counts(),6
Show me how many col1 values there are.,df['col1'].value_counts(),6
Tell me the number of values in col 1.,df['col1'].value_counts(),6
I would appreciate it if you could show me the number of values in col 1.,df['col1'].value_counts(),6
Let's see the number of values in col1.,df['col1'].value_counts(),6
I'd like to know the number of values in col.,df['col1'].value_counts(),6
Do you know the number of values in col1.,df['col1'].value_counts(),6
I would like to know the number of values in col.,df['col1'].value_counts(),6
I need the number of values in col1,df['col1'].value_counts(),6
Take the number of values and show me.,df['col1'].value_counts(),6
Tell me the number of values,df['col1'].value_counts(),6
Have you seen the number of values in col1?,df['col1'].value_counts(),6
You need to show me the number of values.,df['col1'].value_counts(),6
Show me the numbers of values.,df['col1'].value_counts(),6
I want to see the number of values in col1,df['col1'].value_counts(),6
Give me the number of values in col1,df['col1'].value_counts(),6
Provide me with the number of values in col1.,df['col1'].value_counts(),6
Show me the number of values in chronological order.,df['col1'].value_counts(),6
Tell me how many values there are.,df['col1'].value_counts(),6
Show me the values in col 1.,df['col1'].value_counts(),6
show me the number of values,df['col1'].value_counts(),6
Show me what the number of values are.,df['col1'].value_counts(),6
I would appreciate it if you showed me the number of values in col1,df['col1'].value_counts(),6
I want to know how many values there are in col1.,df['col1'].value_counts(),6
Do you know how many values are in col1?,df['col1'].value_counts(),6
I would love to see the number of values in col1.,df['col1'].value_counts(),6
I would appreciate seeing the number of values in col1.,df['col1'].value_counts(),6
Do you have the number of values?,df['col1'].value_counts(),6
I don't know the number of values in col1.,df['col1'].value_counts(),6
Please show me the number of values in col1.,df['col1'].value_counts(),6
I'm looking for the number of values in col 1.,df['col1'].value_counts(),6
I would appreciate it if you could show me the number of values in col1,df['col1'].value_counts(),6
Do you have the number of values in col1,df['col1'].value_counts(),6
I would appreciate if you could tell me the number of values in col1,df['col1'].value_counts(),6
It's time to show me the number of values in col1.,df['col1'].value_counts(),6
Please tell me the number of values in col1,df['col1'].value_counts(),6
Show me the number of the values.,df['col1'].value_counts(),6
Show me the number of values that are in col1,df['col1'].value_counts(),6
Have you shown me the number of values?,df['col1'].value_counts(),6
Come up with the number of values in col1,df['col1'].value_counts(),6
I'm looking for the number of values in col1,df['col1'].value_counts(),6
I'd like to know the number of values in col-1.,df['col1'].value_counts(),6
Show me the numbers in col1,df['col1'].value_counts(),6
I want the number of values in col1.,df['col1'].value_counts(),6
I need to know the number of values in col.,df['col1'].value_counts(),6
Show me how many values are contained in col1.,df['col1'].value_counts(),6
Send me the number of values in col1.,df['col1'].value_counts(),6
There is a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can show a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1 against col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart should show col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1 and col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Look at a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
A bar chart of col1 and col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col 1 and col 2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Look at a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart has col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart has col1 and col2 in it.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can show a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Show a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col 1 against col 2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
A bar chart of col1 and col2 should be displayed.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col 1 and col 2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Show a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart has col1 against col2 in it.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can show a bar chart of col1 against col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Place a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
A bar chart of col1 and col2 is displayed.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
It's a good idea to display a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
It's a good idea to display a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
A bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart should show col1 against col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col1 against col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Take a look at a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There's a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart is col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col1.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can put a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
It is a good idea to display a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col1 and col2,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can display a bar chart of col1 and col2 at the same time.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col 1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
It is a good idea to display a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1 versus col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col2 against col1.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
A bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart shows col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
Let's show a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a bar chart of col1 against col 2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
The bar chart of col1 and col2 should be displayed.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
You can see a bar chart of col1 against col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There's a bar chart of col1 and col2.,<|{dataset}|chart|type=bar|x=col1|y=col2|height=100%|>,7
There is a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col1 for col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
The pie chart has col1 and col2 in it.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col 1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col1 and col2,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2 should be displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
You can display a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col1 for col2,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart for col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
The pie chart has col1 and col2 on it.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Show a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Pie charts of col1 and col2 are displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Look at a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col 1 for col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Pie charts of col1 and col2 can be displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
It's a good idea to display a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2 is displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
It is a good idea to display a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There's a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Pie charts of col1 and col2 should be displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
The pie chart is col1 for col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2 should be shown.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
You can show a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Take a look at a pie chart of col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 for col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart for col2,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col 1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col1,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Do you want to show a pie chart of col1 and col2?,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Do you want to display a pie chart of col1 and col2?,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
You can display a pie chart of col 1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
The pie chart has col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 for col2 should be displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2 can be displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 and col2 can be seen.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
A pie chart of col1 for col2 is displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col1.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart for col 1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
The pie chart has col1 for col2 in it.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There's a pie chart of col1 for col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
It's a good idea to display a pie chart of col 1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
You can display a pie chart for col1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
It is a good idea to display a pie chart of col 1 and col 2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Place the pie chart of col1 for col2 in front of you.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
Pie Charts of col1 and col2 can be displayed.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a pie chart of col 1 and col2.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
You can put a pie chart of col1 and col2 together.,<|{dataset}|chart|type=pie|values=col2|labels=col1|height=100%|>,8
There is a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Line chart of col1 over col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col1 over col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Look at a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Take a look at a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col 1 over col 2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 over col2 is displayed.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Look at a line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
You can display a line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There's a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
You can display a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col 1 and col 2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Line chart of col1 and col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Take a look at a line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col1 and col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Look at a chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 and col2 should be displayed.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 over col2 should be displayed.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 and col2 is displayed.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
You can show a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Line chart of col 1 over col 2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col1 over col 2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Look at a line chart of col1 over col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Look at the line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Take a look at the line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Take a look at a line chart of col1 over col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
You can show a line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col 1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 is displayed.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 and col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col1.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Show a line chart of col1 and col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
You can see a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a line chart of col1,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
The line chart has col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Line chart of col 1 over col 2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Look at a line chart of col 1 over col 2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
A line chart of col1 and col2 should be shown.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
The line chart is col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Refer to a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Place a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
If you want to see a line chart of col1 over col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
Show a line chart of col1 over col2.,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
There is a chart of col1 over col2,<|{dataset}|chart|mode=lines|x=col1|y=col2|>,9
